ID,Question,Answer
2.7.1,"Multiple Choice: What CSS property turns an element into a flex container?
   - (A) `display: block;`
   - (B) `display: inline-block;`
   - (C) `display: flex;`
   - (D) `display: grid;`",(C) `display: flex;`
2.7.2,"Multiple Choice: In a flex container, how do you align the items along the main axis?
   - (A) `align-items`
   - (B) `justify-content`
   - (C) `align-content`
   - (D) `flex-direction`",(B) `justify-content`
2.7.3,"Multiple Choice: What is the default value of the `flex-direction` property in CSS?
   - (A) `column`
   - (B) `row`
   - (C) `column-reverse`
   - (D) `row-reverse`",(B) `row`
2.7.4,"Multi-Select: Which of the following properties are used to control the wrapping of flex items? (Select all that apply)
   - (A) `flex-wrap`
   - (B) `flex-basis`
   - (C) `flex-shrink`
   - (D) `flex-direction`","(A) `flex-wrap`, (D) `flex-direction`"
2.7.5,"Multiple Choice: What does `justify-content: space-between;` do in a flex container?
   - (A) Aligns all items to the center
   - (B) Adds equal spacing between all flex items, with no space at the edges
   - (C) Adds equal spacing between all items and the container edges
   - (D) Aligns all items to the start of the container","(B) Adds equal spacing between all flex items, with no space at the edges"
2.7.6,"Multiple Choice: Which flexbox property allows items to grow to fill available space in the container?
   - (A) `flex-grow`
   - (B) `flex-shrink`
   - (C) `flex-basis`
   - (D) `align-self`",(A) `flex-grow`
2.7.7,"Multi-Select: Which values can the `align-items` property accept? (Select all that apply)
   - (A) `flex-start`
   - (B) `center`
   - (C) `space-between`
   - (D) `flex-end`","(A) `flex-start`, (B) `center`, (D) `flex-end`"
2.7.8,"Multiple Choice: How do you center flex items along the cross-axis in a flex container?
   - (A) `justify-content: center;`
   - (B) `align-items: center;`
   - (C) `flex-grow: 1;`
   - (D) `flex-shrink: 0;`",(B) `align-items: center;`
2.7.9,"Multiple Choice: What is the purpose of `flex-basis` in CSS?
   - (A) To specify the maximum size of a flex item
   - (B) To specify the initial size of a flex item before any space distribution
   - (C) To shrink items based on container size
   - (D) To control the flex direction of the container",(B) To specify the initial size of a flex item before any space distribution
2.7.10,"Multi-Select: Which of the following are valid values for the `flex-direction` property? (Select all that apply)
   - (A) `row`
   - (B) `row-reverse`
   - (C) `column`
   - (D) `column-reverse`","(A) `row`, (B) `row-reverse`, (C) `column`, (D) `column-reverse`"
3.1.1,"Multiple Choice: Who created JavaScript and in what year?
   - (A) Tim Berners-Lee, 1991
   - (B) Brendan Eich, 1995
   - (C) Mark Zuckerberg, 1997
   - (D) James Gosling, 1995","(B) Brendan Eich, 1995"
3.1.2,"Multiple Choice: What is ECMAScript?
   - (A) Another name for Java
   - (B) A standardized version of JavaScript
   - (C) A JavaScript framework for server-side development
   - (D) A deprecated web programming language",(B) A standardized version of JavaScript
3.1.3,"Multiple Choice: JavaScript uses an interpreter to execute code. What is an interpreter's main role?
   - (A) To compile code into machine language before execution
   - (B) To execute code without compiling it into machine language first
   - (C) To optimize JavaScript code for web browsers
   - (D) To compile JavaScript into assembly code",(B) To execute code without compiling it into machine language first
3.1.4,"Multi-Select: Which of the following are valid JavaScript variable declarations? (Select all that apply)
   - (A) let score;
   - (B) int count;
   - (C) const PI = 3.14;
   - (D) var name = ""Alice"";","(A) let score;, (C) const PI = 3.14;, (D) var name = ""Alice"";"
3.1.5,"Multiple Choice: What happens when a variable is declared with `const` in JavaScript?
   - (A) The variable's value can change
   - (B) The variable's value cannot be reassigned
   - (C) The variable is block-scoped and can be modified
   - (D) The variable becomes global by default",(B) The variable's value cannot be reassigned
3.1.6,"Multiple Choice: Which function is used to display output in a browser's console?
   - (A) alert()
   - (B) write()
   - (C) console.log()
   - (D) print()",(C) console.log()
3.1.7,"Multi-Select: Which of the following are valid data types in JavaScript? (Select all that apply)
   - (A) string
   - (B) boolean
   - (C) number
   - (D) char","(A) string, (B) boolean, (C) number"
3.1.8,"Multiple Choice: What is the result of the following JavaScript code?
let x; console.log(typeof x);

- (A) number
- (B) string
- (C) undefined
- (D) null",(C) undefined
3.1.9,"Multi-Select: Which of the following are common ways to obtain user input in JavaScript? (Select all that apply)
- (A) console.log()
- (B) prompt()
- (C) alert()
- (D) input()","(B) prompt(), (C) alert()"
3.1.10,"Multiple Choice: What is dynamic typing in JavaScript?
- (A) Variables must be declared with a specific data type
- (B) Variables can change type depending on the assigned value
- (C) JavaScript automatically converts variables into strings
- (D) Variables cannot be reassigned once declared",(B) Variables can change type depending on the assigned value
3.10.1,"Multiple Choice: What does the following code output?

let stateCapitals = {
  AR: ""Little Rock"",
  CO: ""Denver"",
  NM: ""Santa Fe""
};
console.log(stateCapitals[""CO""]);

- (A) Little Rock
- (B) Denver
- (C) Santa Fe
- (D) undefined",(B) Denver
3.10.2,"Multiple Choice: How can you add a new key/value pair to an existing object in JavaScript?

- (A) object.add(""key"", ""value"");
- (B) object[""key""] = ""value"";
- (C) object.insert(""key"", ""value"");
- (D) object.key(""value"");","(B) object[""key""] = ""value"";"
3.10.3,"Multi-Select: Which of the following are valid ways to loop through an object’s properties? (Select all that apply)

- (A) for (let key in object)
- (B) for (let key of object)
- (C) Object.keys(object).forEach()
- (D) for (let value of Object.values(object))","(A) for (let key in object), (C) Object.keys(object).forEach(), (D) for (let value of Object.values(object))"
3.10.4,"Multiple Choice: What is the purpose of the `delete` operator in JavaScript?

- (A) To remove a property from an object
- (B) To clear all properties from an object
- (C) To reset a property to `undefined`
- (D) To throw an error if the property does not exist",(A) To remove a property from an object
3.10.5,"Multiple Choice: What is the output of the following code?

let contacts = {
  Rosa: { phone: ""303-555-4321"", email: ""rosa@gmail.com"" },
  Dave: { phone: ""501-533-9988"", email: ""dave@yahoo.com"" }
};
console.log(contacts[""Dave""].email);

- (A) rosa@gmail.com
- (B) 501-533-9988
- (C) dave@yahoo.com
- (D) undefined",(C) dave@yahoo.com
3.10.6,"Multiple Choice: What is the result of this code?

let stateCapitals = {
  AR: ""Little Rock"",
  CO: ""Denver""
};
delete stateCapitals[""CO""];
console.log(""CO"" in stateCapitals);

- (A) true
- (B) false
- (C) undefined
- (D) An error is thrown",(B) false
3.10.7,"Multi-Select: Which of the following statements are true about for-in loops in JavaScript? (Select all that apply)

- (A) They loop over all enumerable properties of an object.
- (B) They loop over both the keys and values of an object.
- (C) They can be used to iterate over arrays.
- (D) They loop through an object’s keys in insertion order.","(A) They loop over all enumerable properties of an object., (C) They can be used to iterate over arrays."
3.10.8,"Multiple Choice: What will the following code output?

let courses = {
  ""101"": ""Math"",
  ""102"": ""English"",
  ""103"": ""History""
};
for (let course in courses) {
  console.log(course + "": "" + courses[course]);
}

- (A) ""101: Math"", ""102: English"", ""103: History""
- (B) ""Math"", ""English"", ""History""
- (C) ""101: History"", ""102: English"", ""103: Math""
- (D) undefined","(A) ""101: Math"", ""102: English"", ""103: History"""
3.10.9,"Multiple Choice: How do you check if an object contains a specific key?

- (A) if (object.key !== undefined)
- (B) if (key in object)
- (C) if (Object.hasKey(object, key))
- (D) if (object.includes(key))",(B) if (key in object)
3.10.10,"Multiple Choice: What will this code output?

let students = {
  123: { name: ""Tiara"", gpa: 3.3 },
  444: { name: ""Lee"", gpa: 2.0 }
};
console.log(444 in students);

- (A) true
- (B) false
- (C) undefined
- (D) null",(A) true
3.11.1,"Multiple Choice: What does the `charAt()` method do in JavaScript?

- (A) Returns the character at the specified index in a string.
- (B) Returns the Unicode value of a character.
- (C) Converts the character at the specified index to uppercase.
- (D) Removes the character at the specified index.",(A) Returns the character at the specified index in a string.
3.11.2,"Multiple Choice: What is the output of the following code?

let str = ""JavaScript"";
console.log(str.charAt(4));

- (A) ""J""
- (B) ""S""
- (C) ""v""
- (D) ""a""","(D) ""a"""
3.11.3,"Multi-Select: Which of the following methods can be used to extract a substring from a string? (Select all that apply)

- (A) `substring()`
- (B) `substr()`
- (C) `slice()`
- (D) `charAt()`","(A) `substring()`, (B) `substr()`, (C) `slice()`"
3.11.4,"Multiple Choice: What will be the output of this code?

let sentence = ""I love programming!"";
console.log(sentence.indexOf(""love""));

- (A) 0
- (B) 2
- (C) 5
- (D) -1",(B) 2
3.11.5,"Multiple Choice: What does the `replace()` method do in JavaScript?

- (A) Removes the specified substring.
- (B) Finds and replaces a substring in a string.
- (C) Finds and appends a substring to a string.
- (D) Duplicates a substring within a string.",(B) Finds and replaces a substring in a string.
3.11.6,"Multiple Choice: What is the result of this code?

let text = ""Hello World!"";
let newText = text.replace(""World"", ""JavaScript"");
console.log(newText);

- (A) Hello World!
- (B) Hello JavaScript!
- (C) Hello Java!
- (D) Error",(B) Hello JavaScript!
3.11.7,"Multiple Choice: Which of the following methods converts a string to lowercase?

- (A) `toUpperCase()`
- (B) `toLowerCase()`
- (C) `split()`
- (D) `concat()`",(B) `toLowerCase()`
3.11.8,"Multiple Choice: What will the following code output?

let phrase = ""Spaces here"";
console.log(phrase.length);

- (A) 10
- (B) 11
- (C) 12
- (D) undefined",(B) 11
3.11.9,"Multiple Choice: What is the purpose of the `trim()` method in JavaScript?

- (A) Trims off a substring from the start and end of the string.
- (B) Removes whitespace from both ends of a string.
- (C) Converts a string to lowercase.
- (D) Replaces spaces with underscores.",(B) Removes whitespace from both ends of a string.
3.11.10,"Multiple Choice: What is the benefit of using template literals in JavaScript?

- (A) They allow embedding expressions into strings.
- (B) They prevent the use of variables in strings.
- (C) They convert strings to numbers automatically.
- (D) They remove special characters from strings.",(A) They allow embedding expressions into strings.
3.2.1,"Multiple Choice: Which arithmetic operator in JavaScript is used for exponentiation?
   - (A) `^`
   - (B) `**`
   - (C) `exp()`
   - (D) `++`",(B) `**`
3.2.2,"Multiple Choice: What is the result of the following expression in JavaScript?
let x = 5 % 2;
- (A) 0
- (B) 1
- (C) 2
- (D) 5",(B) 1
3.2.3,"Multi-Select: Which of the following are valid arithmetic operations in JavaScript? (Select all that apply)
- (A) `10 + 2`
- (B) `5 * 3`
- (C) `8 / ""4""`
- (D) `""5"" - 2`","(A) `10 + 2`, (B) `5 * 3`, (C) `8 / ""4""`, (D) `""5"" - 2`"
3.2.4,"Multiple Choice: What does the following compound assignment operation do?
x += 2;
- (A) Adds 2 to x and stores the result in x
- (B) Subtracts 2 from x and stores the result in x
- (C) Multiplies x by 2 and stores the result in x
- (D) Divides x by 2 and stores the result in x",(A) Adds 2 to x and stores the result in x
3.2.5,"Multiple Choice: Which of the following is the modulus (remainder) operator in JavaScript?
- (A) `**`
- (B) `//`
- (C) `%`
- (D) `++`",(C) `%`
3.2.6,"Multiple Choice: What is the result of the following expression?
2 ** 3
- (A) 6
- (B) 8
- (C) 9
- (D) 12",(B) 8
3.2.7,"Multi-Select: Which of the following are valid compound assignment operators in JavaScript? (Select all that apply)
- (A) `+=`
- (B) `-=`
- (C) `**=`
- (D) `//=`","(A) `+=`, (B) `-=`, (C) `**=`"
3.2.8,"Multiple Choice: What happens when you try to add a number and a string in JavaScript?
- (A) The number is converted to a string, and concatenation occurs
- (B) The string is converted to a number, and addition occurs
- (C) An error is thrown
- (D) The result is always NaN (Not a Number)","(A) The number is converted to a string, and concatenation occurs"
3.2.9,"Multiple Choice: Which JavaScript function is used to convert a string to a number?
- (A) `parseString()`
- (B) `convertNum()`
- (C) `parseInt()`
- (D) `toNumber()`",(C) `parseInt()`
3.2.10,"Multi-Select: Which arithmetic operations will automatically convert a string to a number if one operand is a string? (Select all that apply)
- (A) `*`
- (B) `%`
- (C) `/`
- (D) `+`","(A) `*`, (B) `%`, (C) `/`"
3.3.1,"Multiple Choice: Which of the following best describes the purpose of an if statement in JavaScript?
   - (A) It repeats a block of code as long as a condition is true
   - (B) It executes a block of code if a specified condition is true
   - (C) It randomly chooses whether to execute a block of code
   - (D) It declares a variable with a default value",(B) It executes a block of code if a specified condition is true
3.3.2,"Multiple Choice: What is the final value of `fee` in the following code?
let fee = 30; let age = 12; if (age < 18) { fee -= 5; } if (age < 5) { fee = 0; } console.log(fee);
- (A) 30
- (B) 25
- (C) 0
- (D) 5",(B) 25
3.3.3,"Multi-Select: Which of the following are valid comparison operators in JavaScript? (Select all that apply)
- (A) `===`
- (B) `!=`
- (C) `><`
- (D) `<=`","(A) `===`, (B) `!=`, (D) `<=`"
3.3.4,"Multiple Choice: What is the purpose of an `if-else` statement in JavaScript?
- (A) To execute one block of code if a condition is true and another if it is false
- (B) To execute multiple blocks of code if multiple conditions are true
- (C) To compare two variables and return a Boolean value
- (D) To loop through an array of values",(A) To execute one block of code if a condition is true and another if it is false
3.3.5,"Multiple Choice: Given the following code, what will be the output?
let age = 6; 
if (age % 2 == 0) { 
    console.log(""age is even""); 
} else { 
    console.log(""age is odd""); } 
    
if (age > 10) { 
    console.log(""age is greater than 10""); 
} else { 
    console.log(""age is not greater than 10""); 
    }

- (A) ""age is odd"" and ""age is greater than 10""
- (B) ""age is even"" and ""age is not greater than 10""
- (C) ""age is odd"" and ""age is not greater than 10""
- (D) ""age is even"" and ""age is greater than 10""","(B) ""age is even"" and ""age is not greater than 10"""
3.3.6,"Multi-Select: Which of the following are valid ways to compare equality in JavaScript? (Select all that apply)
- (A) `x == y`
- (B) `x === y`
- (C) `x != y`
- (D) `x <> y`","(A) `x == y`, (B) `x === y`, (C) `x != y`"
3.3.7,"Multiple Choice: What is the result of the following code?
let score = 2; 
if (score === ""2"") { 
    score = 10; } console.log(score);
- (A) 2
- (B) 10
- (C) ""2""
- (D) Error",(A) 2
3.3.8,"Multiple Choice: What does the `else-if` structure provide that a basic `if-else` structure does not?
- (A) It allows for more than two possible conditions to be evaluated
- (B) It speeds up the execution of code
- (C) It allows for a fallback condition when `else` is not enough
- (D) It enables loops within conditionals",(A) It allows for more than two possible conditions to be evaluated
3.3.9,"Multi-Select: Which of the following logical operators can be used to combine multiple conditions in JavaScript? (Select all that apply)
- (A) `&&`
- (B) `||`
- (C) `!=`
- (D) `!`","(A) `&&`, (B) `||`, (D) `!`"
3.3.10,"Multiple Choice: What is the final value of `numItems` in the following code?
let bonus = 15; 
let numItems = 44; 
if (bonus < 12) { 
    numItems += 3; 
} else { 
    numItems += 6; 
} numItems++;

- (A) 44
- (B) 50
- (C) 51
- (D) 53",(C) 51
3.4.1,"Multiple Choice: Which of the following is considered a falsy value in JavaScript?
   - (A) ""0""
   - (B) 1
   - (C) 0
   - (D) ""false""",(C) 0
3.4.2,"Multiple Choice: What is the output of the following code?
let x = 10; console.log(x ? ""Truthy"" : ""Falsy"");
- (A) ""Truthy""
- (B) ""Falsy""
- (C) undefined
- (D) NaN","(A) ""Truthy"""
3.4.3,"Multi-Select: Which of the following values are considered truthy in JavaScript? (Select all that apply)
- (A) ""Hello""
- (B) null
- (C) 1
- (D) 0","(A) ""Hello"", (C) 1"
3.4.4,"Multiple Choice: What does the ternary operator allow you to do in JavaScript?
- (A) Declare multiple variables in one statement
- (B) Write an if-else condition in a single line
- (C) Loop through arrays more efficiently
- (D) Create functions without naming them",(B) Write an if-else condition in a single line
3.4.5,"Multiple Choice: What will be the value of `result` after the following code executes?
let age = 25; let result = age >= 18 ? ""Adult"" : ""Minor"";
- (A) ""Adult""
- (B) ""Minor""
- (C) undefined
- (D) NaN","(A) ""Adult"""
3.4.6,"Multi-Select: Which of the following are valid ternary operator expressions in JavaScript? (Select all that apply)
- (A) `let x = (a > b) ? ""a is larger"" : ""b is larger"";`
- (B) `x ? ""Yes"" : ""No"";`
- (C) `age > 18 ? console.log(""Adult"") : console.log(""Minor"");`
- (D) `result ? ""Valid"" : ""Invalid"";`","(A), (B), (C)"
3.4.7,"Multiple Choice: What is the main difference between using a switch statement and an if-else chain?
- (A) Switch uses strict equality (===) while if-else does not
- (B) If-else can only evaluate strings while switch can evaluate numbers
- (C) If-else is faster in execution than switch
- (D) Switch allows for more flexible comparisons than if-else",(A) Switch uses strict equality (===) while if-else does not
3.4.8,"Multiple Choice: In the following switch statement, what will be the value of `coin`?
let change = 10; 
switch (change) { 
    case 1: coin = ""penny""; 
        break; 
    case 5: coin = ""nickel""; 
        break; 
    case 10: coin = ""dime""; 
        break;
    case 25: coin = ""quarter""; 
        break; 
    default: coin = ""unknown""; } 
    console.log(coin);

- (A) ""penny""
- (B) ""nickel""
- (C) ""dime""
- (D) ""unknown""","(C) ""dime"""
3.4.9,"Multiple Choice: In a switch statement, what happens if a case block does not include a `break` statement?
- (A) The code execution stops and no further cases are evaluated
- (B) The next case's block is executed, even if it does not match
- (C) The default case is automatically executed
- (D) The code throws an error","(B) The next case's block is executed, even if it does not match"
3.4.10,"Multi-Select: Which of the following are valid switch statement structures? (Select all that apply)
- (A) `switch (fruit) { case ""apple"": eat(); break; case ""orange"": peel(); break; }`
- (B) `switch (num) { case 1: one(); case 2: two(); break; }`
- (C) `switch (day) { case ""Monday"": rest(); break; default: work(); }`
- (D) `switch (value) { case true: accept(); default: decline(); }`","(A), (C)"
3.5.1,"Multiple Choice: What is the key difference between a `while` loop and a `do-while` loop in JavaScript?

- (A) The `while` loop always runs at least once, while the `do-while` loop might not run at all.
- (B) The `do-while` loop checks the condition before running the loop body.
- (C) The `while` loop checks the condition before running the loop body, while the `do-while` loop checks the condition after.
- (D) There is no difference between `while` and `do-while`.","(C) The `while` loop checks the condition before running the loop body, while the `do-while` loop checks the condition after."
3.5.2,"Multiple Choice: What is the output of the following code?

let i = 1; while (i <= 3) { 
    console.log(i); i++; 
    } 
    console.log(""Done!"");


- (A) 1, 2, 3, Done!
- (B) 1, 2, 3
- (C) 1, 2, 3, 4, Done!
- (D) Done!","(A) 1, 2, 3, Done!"
3.5.3,"Multi-Select: Which of the following loops always execute at least once? (Select all that apply)

- (A) `while` loop
- (B) `for` loop
- (C) `do-while` loop
- (D) Infinite loop","(C) `do-while` loop, (D) Infinite loop"
3.5.4,"Multiple Choice: What happens if the condition in a `for` loop is initially false?

- (A) The loop runs infinitely.
- (B) The loop will execute once.
- (C) The loop body will never execute.
- (D) The condition will be ignored.",(C) The loop body will never execute.
3.5.5,"Multiple Choice: What is the purpose of the `break` statement in a loop?

- (A) To skip to the next iteration of the loop
- (B) To exit the loop immediately
- (C) To stop the loop and re-enter after one iteration
- (D) To continue the loop from the last point",(B) To exit the loop immediately
3.5.6,"Multiple Choice: What is the output of the following code?
let count = 10; do { 
    console.log(count); count--; 
    } while (count > 5);

- (A) 10, 9, 8, 7, 6
- (B) 9, 8, 7, 6, 5
- (C) 10, 9, 8, 7, 6, 5
- (D) The code will not execute.","(A) 10, 9, 8, 7, 6"
3.5.7,"Multi-Select: Which of the following are valid uses of the `for` loop in JavaScript? (Select all that apply)

- (A) `for (let i = 0; i < 10; i++) { console.log(i); }`
- (B) `for (let x = 10; x > 0; x--) { console.log(x); }`
- (C) `for (let i = 1; i <= 5; i++) { if (i === 3) break; }`
- (D) `for (let i = 0; i++) { console.log(i); }`","(A) `for (let i = 0; i < 10; i++) { console.log(i); }`, (B) `for (let x = 10; x > 0; x--) { console.log(x); }`, (C) `for (let i = 1; i <= 5; i++) { if (i === 3) break; }`"
3.5.8,"Multiple Choice: What does the `continue` statement do in a loop?

- (A) It skips the rest of the loop body for the current iteration and jumps to the next iteration.
- (B) It exits the loop immediately.
- (C) It stops the loop temporarily and then resumes from where it left off.
- (D) It restarts the loop from the beginning.",(A) It skips the rest of the loop body for the current iteration and jumps to the next iteration.
3.5.9,"Multiple Choice: What is the output of the following code?
for (let i = 1; i <= 5; i++) { if (i === 3) continue; console.log(i); }

- (A) 1, 2, 3, 4, 5
- (B) 1, 2, 4, 5
- (C) 1, 2, 3
- (D) 3, 4, 5","(B) 1, 2, 4, 5"
3.5.10,"Multiple Choice: What is the effect of an infinite loop in JavaScript?

- (A) The program runs forever, causing the browser to crash.
- (B) The program runs forever, but the browser continues to respond.
- (C) The loop stops after a fixed number of iterations.
- (D) The loop automatically terminates after 1000 iterations.","(A) The program runs forever, causing the browser to crash."
3.6.1,"Multiple Choice: What is the correct syntax to declare a function in JavaScript?

- (A) function myFunc {}
- (B) func myFunc() {}
- (C) function myFunc() {}
- (D) declare function myFunc() {}",(C) function myFunc() {}
3.6.2,"Multiple Choice: What is the output of the following code?

function displaySum(a, b, c) {
  let sum = a + b + c;
  console.log(sum);
}
displaySum(2, 4, 6);

- (A) 6
- (B) 10
- (C) 12
- (D) 24",(C) 12
3.6.3,"Multi-Select: Which of the following are valid ways to call a function in JavaScript? (Select all that apply)

- (A) myFunc()
- (B) call myFunc()
- (C) myFunc(3, 4)
- (D) myFunc;","(A) myFunc(), (C) myFunc(3, 4)"
3.6.4,"Multiple Choice: Which of the following is the correct way to return a value from a function?

- (A) output()
- (B) return
- (C) return value;
- (D) output value;",(C) return value;
3.6.5,"Multiple Choice: What is the value of `result` in the following code?

function multiply(x, y) {
  return x * y;
}
let result = multiply(4, 5);
console.log(result);

- (A) 20
- (B) 9
- (C) NaN
- (D) undefined",(A) 20
3.6.6,"Multiple Choice: What is the default value returned by a function if there is no explicit return statement?

- (A) 0
- (B) null
- (C) undefined
- (D) An error is thrown",(C) undefined
3.6.7,"Multi-Select: Which of the following are valid function expressions in JavaScript? (Select all that apply)

- (A) let add = function(a, b) { return a + b; }
- (B) let square = function(x) { return x * x; }
- (C) let greet = (name) => ""Hello "" + name;
- (D) let divide = (a, b) => { return a / b };","(A) let add = function(a, b) { return a + b; }, (B) let square = function(x) { return x * x; }, (C) let greet = (name) => ""Hello "" + name;, (D) let divide = (a, b) => { return a / b; }"
3.6.8,"Multiple Choice: Which statement correctly defines an arrow function that calculates the sum of two numbers?

- (A) let sum = (a, b) => { return a + b; }
- (B) let sum = a, b => return a + b;
- (C) let sum(a, b) = a + b;
- (D) arrow sum(a, b) => a + b;","(A) let sum = (a, b) => { return a + b; }"
3.6.9,"Multiple Choice: What will be the output of the following arrow function?

let double = (x) => x * 2;
console.log(double(5));

- (A) 5
- (B) 10
- (C) undefined
- (D) An error will occur",(B) 10
3.6.10,"Multi-Select: Which of the following are advantages of using arrow functions in JavaScript? (Select all that apply)

- (A) Shorter syntax compared to regular functions
- (B) Implicit return when only one expression is present
- (C) They automatically bind `this` to the current context
- (D) Arrow functions are faster than regular functions","(A) Shorter syntax compared to regular functions, (B) Implicit return when only one expression is present, (C) They automatically bind `this` to the current context"
3.7.1,"Multiple Choice: What is the primary difference between variables declared with `var` and `let`?

- (A) `var` has function scope, while `let` has block scope.
- (B) `var` has block scope, while `let` has function scope.
- (C) `var` and `let` have the same scope.
- (D) `let` is globally scoped, and `var` is block-scoped.","(A) `var` has function scope, while `let` has block scope."
3.7.2,"Multiple Choice: In JavaScript, what type of scope does a variable declared with `var` inside a function have?

- (A) Global scope
- (B) Block scope
- (C) Function scope
- (D) Lexical scope",(C) Function scope
3.7.3,"Multi-Select: Which of the following statements about `let` and `var` are true? (Select all that apply)

- (A) Variables declared with `let` are not hoisted.
- (B) Variables declared with `var` are hoisted.
- (C) Variables declared with `let` have block scope.
- (D) Variables declared with `var` have function scope.","(B) Variables declared with `var` are hoisted., (C) Variables declared with `let` have block scope., (D) Variables declared with `var` have function scope."
3.7.4,"Multiple Choice: What happens when you try to access a `let` variable before it has been declared?

- (A) The variable is undefined.
- (B) The variable is set to `null`.
- (C) A ReferenceError is thrown.
- (D) It automatically assigns a default value.",(C) A ReferenceError is thrown.
3.7.5,"Multiple Choice: What will be the output of the following code?

```javascript
function testVar() {
  if (true) {
    var x = 10;
  }
  console.log(x);
}
testVar();
(A) 10
(B) undefined
(C) ReferenceError
(D) null",(A) 10
3.7.6,"Multiple Choice: What will be the output of the following code?

javascript
Copy code
function testLet() {
  if (true) {
    let x = 10;
  }
  console.log(x);
}
testLet();
(A) 10
(B) undefined
(C) ReferenceError
(D) null",(C) ReferenceError
3.7.7,"Multi-Select: Which of the following are characteristics of global variables in JavaScript? (Select all that apply)

(A) Accessible throughout the entire program
(B) Can be declared inside a function with let
(C) Can be declared without var, let, or const
(D) Are properties of the global object in a browser environment","(A) Accessible throughout the entire program, (C) Can be declared without `var`, `let`, or `const`, (D) Are properties of the global object in a browser environment."
3.7.8,"Multiple Choice: What happens when you declare a variable without var, let, or const inside a function?

(A) It becomes a local variable.
(B) It becomes a block-scoped variable.
(C) It becomes a global variable.
(D) It throws an error.",(C) It becomes a global variable.
3.7.9,"Multiple Choice: In the following code, which variables are in scope inside the if block?

javascript
let a = 10;
function checkScope() {
  var b = 20;
  if (true) {
    let c = 30;
    console.log(a);
    console.log(b);
    console.log(c);
  }
}
checkScope();
(A) Only a
(B) Only c
(C) a, b, and c
(D) Only a and b","(C) `a`, `b`, and `c`"
3.7.10,"Multiple Choice: What is the result of trying to log variables y and z outside of their respective functions in this code?

javascript
Copy code
var x = 10;
function scopeTest() {
  var y = 20;
  let z = 30;
  console.log(y);
  console.log(z);
}
scopeTest();
console.log(x);
console.log(y);
console.log(z);
(A) It logs 10, undefined, and undefined.
(B) It logs 10, followed by ReferenceError for y and z.
(C) It logs 10, 20, and 30.
(D) It throws an error for x, y, and z.","(B) It logs `10`, followed by ReferenceError for `y` and `z`."
3.8.1,"Multiple Choice: What is the result of the following code?

```javascript
let scores = [6, 15, 8];
console.log(scores[1]);
(A) 6
(B) 15
(C) 8
(D) undefined",(B) 15
3.8.2,"Multiple Choice: What is the correct way to add a new element to the end of an array?

(A) array.unshift(value)
(B) array.push(value)
(C) array.shift(value)
(D) array.pop(value)",(B) array.push(value)
3.8.3,"Multi-Select: Which of the following methods can be used to remove elements from an array? (Select all that apply)

(A) pop()
(B) shift()
(C) splice()
(D) push()","(A) pop(), (B) shift(), (C) splice()"
3.8.4,"Multiple Choice: What will be the output of the following code?

javascript
Copy code
let teams = [""Tigers"", ""Bisons"", ""Eagles"", ""Cobras""];
console.log(teams.length);
(A) 0
(B) 2
(C) 4
(D) undefined",(C) 4
3.8.5,"Multiple Choice: What happens when you try to access an element in an array at an index that doesn’t exist?

(A) It throws an error.
(B) It returns undefined.
(C) It returns null.
(D) It crashes the program.",(B) It returns undefined.
3.8.6,"Multiple Choice: What is the purpose of the forEach() method in JavaScript?

(A) To return a new array with modified values.
(B) To loop through each element of an array and apply a function to each element.
(C) To remove elements from an array.
(D) To concatenate two arrays.",(B) To loop through each element of an array and apply a function to each element.
3.8.7,"Multiple Choice: What will be the output of the following code?

javascript
Copy code
let nums = [5, 2, 9, 3];
nums[0] = nums[1] + nums[2];
console.log(nums[0]);
(A) 7
(B) 5
(C) 11
(D) undefined",(C) 11
3.8.8,"Multi-Select: Which of the following methods can be used to add elements to an array? (Select all that apply)

(A) push()
(B) unshift()
(C) splice()
(D) pop()
[3.8.9] Multiple Choice: What does the splice() method do in an array?

(A) It adds an element to the beginning of the array.
(B) It removes an element from the end of the array.
(C) It removes or adds elements from/to the array at a specific index.
(D) It sorts the array.","(A) push(), (B) unshift(), (C) splice()"
3.8.10,"Multiple Choice: What is the result of the following code?

javascript
Copy code
let groceries = [""bread"", ""milk"", ""peanut butter""];
groceries.push(""eggs"");
console.log(groceries.length);
(A) 2
(B) 3
(C) 4
(D) 5",(C) 4
3.9.1,"Multiple Choice: What does the following code output to the console?

```javascript
let book = {
  title: ""Outliers"",
  published: 2011,
  keywords: [""success"", ""high-achievers""]
};
console.log(book.title);
console.log(book.keywords[0]);

(A) Outliers, success
(B) Outliers, high-achievers
(C) undefined, success
(D) undefined, undefined","(A) Outliers, success"
3.9.2,"Multiple Choice: Which of the following is a valid way to add a new property to an existing object?

(A) book.author = ""Malcolm Gladwell"";
(B) book.addProperty(""author"", ""Malcolm Gladwell"");
(C) book[""author""] = ""Malcolm Gladwell"";
(D) Both (A) and (C)",(D) Both (A) and (C)
3.9.3,"Multi-Select: Which of the following methods can be used to access object properties? (Select all that apply)

(A) Dot notation
(B) Bracket notation
(C) Object.keys()
(D) Object.getOwnPropertyNames()","(A) Dot notation, (B) Bracket notation"
